,key,district_id,structure_type_id,land_use_id,area_size
2788,1601370131004700,9,18,100,19280.42
2789,1300745051000000,7,17,80,1218.92
2790,1601370131005400,9,18,100,32327.41
2791,1601370131004000,9,18,100,210778.79
2792,1000511011000000,6,11,10,18541.32
2793,1200660051000000,6,12,10,35122.7
2794,101036161000100,1,17,50,22125.52
2795,1601378041000000,9,0,110,84159.72
2796,1601370131003200,9,18,100,266950.15
2797,1000511001000000,6,10,10,23373.99
2798,1601370131004800,9,18,100,143045.49
2799,1601370131004300,9,18,100,62998.11
2800,1300745061000000,7,17,80,10694.0
2801,1300746021000000,7,5,10,43296.44
2802,1400830111000000,8,10,10,65674.63
2803,1300740921000200,7,18,160,18411.14
2804,1300740941000000,7,5,10,15313.51
2805,1300746171000000,7,12,10,16013.57
2806,1300740951000000,7,12,10,47027.52
2807,1300745041000000,7,17,80,4071.27
2808,1300740771000000,7,10,10,26613.62
2809,1200631881000000,6,3,21,21897.8
2810,1300740611000000,7,10,10,16363.39
2811,1300740821000000,7,10,10,14731.2
2812,1300740371000000,7,10,10,26145.78
2813,1200632121000000,6,2,10,13928.71
2814,1300740621000000,7,10,10,26435.98
2815,1300746301000000,7,12,10,44227.82
2816,1300740831000000,7,10,10,25630.62
2817,1300740201000000,7,10,10,14505.61
2818,1801576371000000,3,10,10,6091.92
2819,1000520071000200,6,15,60,24582.49
2820,1200632211000000,6,2,10,9592.51
2821,1200632221000000,6,2,10,10421.8
2822,1200631991000000,6,1,21,10102.13
2823,1200632001000200,6,3,21,11804.13
2824,800390391000000,5,10,10,28699.2
2825,1200632521000000,6,3,21,9622.08
2826,1200636251000000,6,15,21,21235.97
2827,1000501371000000,6,10,10,21384.84
2828,1300743091000000,7,18,130,6279.73
2829,1000509381000000,6,17,80,13320.81
2830,1000501491000000,6,11,10,27008.03
2831,1000509421000000,6,17,80,9166.24
2832,1000501351000000,6,11,10,14656.24
2833,1000501501000000,6,11,10,17306.63
2834,1000501381000000,6,11,10,18174.05
2835,1000501551000000,6,11,10,28501.48
2836,200052351000000,1,3,21,55082.04
2837,1000500721000100,6,12,10,69186.0
2838,1000501651000000,6,10,10,24134.05
2839,1000520021009200,6,18,100,13460.55
2840,1300740411000000,7,10,10,10565.02
2841,1000500711000000,6,11,21,29175.94
2842,1000501361000000,6,10,10,11706.09
2843,1000500701000000,6,11,10,9841.78
2844,1000500671000000,6,11,10,20175.98
2845,1000500661000000,6,11,10,17600.27
2846,1000500651000000,6,11,10,23896.52
2847,1000500641000000,6,10,10,15712.21
2848,900471081000400,4,18,100,770.01
2849,1000500611000000,6,10,10,11572.4
2850,200031001000000,1,3,10,6609.37
2851,1000500571000000,6,10,10,27111.58
2852,2000860731000000,12,10,10,8779.86
2853,2201740131000100,11,18,173,24078.51
2854,1300740191000000,7,10,10,7342.08
2855,1300740431000000,7,10,10,18112.86
2856,1300740421000000,7,10,10,20044.75
2857,2000896801001300,12,18,100,65263.5
2858,1300740211000000,7,10,10,23212.29
2859,2000892111001500,12,18,100,42625.65
2860,1300743011000300,7,18,100,13503.91
2861,1400831501000000,8,10,10,10066.8
2862,1601390701000400,9,10,10,13753.66
2863,2000892111002200,12,18,100,87717.06
2864,1801560731000000,3,10,10,28715.94
2865,1300740681000000,7,10,10,29876.02
2866,2000896801001600,12,18,100,111410.43
2867,2000892111001600,12,18,100,21279.49
2868,2000896801001400,12,18,100,96642.91
2869,2000910331000000,12,10,10,49284.15
2870,1601390671000000,9,10,10,31642.44
2871,2000896801001500,12,18,100,40249.92
2872,2000892111001700,12,18,100,22582.84
2873,1801560221000300,3,18,121,8542.31
2874,1801560221000200,3,10,10,15175.96
2875,900480981000000,4,11,10,16385.19
2876,1601390701000300,9,10,10,12900.99
2877,1801569031000000,3,17,80,69312.89
2878,1801561001000000,3,10,10,12090.71
2879,1300742841000000,7,10,10,17412.65
2880,1300743101000000,7,18,130,4647.84
2881,1300742881000000,7,10,10,20613.88
2882,1300742871000000,7,10,10,14369.05
2883,1601390661000200,9,10,10,30935.2
2884,1601390651000200,9,10,10,37573.18
2885,1300726371000300,7,18,160,73743.54
2886,1601390701000500,9,18,50,10784.23
2887,1601390701000100,9,10,10,11732.53
2888,1300742981000000,7,10,10,20881.56
2889,1300726021000200,7,15,40,17169.4
2890,1300720371000000,7,10,10,39913.76
2891,1300726031000000,7,10,10,29602.74
2892,1300720341000000,7,5,10,44764.01
2893,1400806511000100,8,10,10,4795.63
2894,1300720311000000,7,10,10,20744.65
2895,101036151000200,1,18,50,6994.52
2896,1400832261000100,8,10,10,14431.78
2897,1300726011000300,7,15,40,25056.25
2898,1601398041000000,9,0,110,179480.41
2899,800323741000000,5,10,10,11800.64
2900,900480951000000,4,10,10,23052.62
2901,1300720321000000,7,10,10,19246.36
2902,1300726371000100,7,15,40,359729.0
2903,1300736271000400,7,15,40,152920.15
2904,1300726021000100,7,15,40,43554.66
2905,1300742591000000,7,10,10,9625.48
2906,800324551000000,5,10,10,17299.8
2907,1300736261000200,7,13,21,55725.62
2908,1801550021000400,3,10,10,9334.61
2909,1200676371000000,6,5,10,20804.48
2910,1300736261000100,7,17,50,12542.66
2911,900460891000000,4,12,10,12844.8
2912,1300736261000300,7,17,50,24654.8
2913,101036101000300,1,17,50,4402.38
2914,101030151000000,1,6,10,3419.54
2915,101036201000000,1,17,50,35357.24
2916,1200670491000000,6,10,10,10292.07
2917,1200676041000000,6,5,10,19678.18
2918,1200676381000000,6,5,10,42596.93
2919,1200670511000100,6,10,10,10048.56
2920,1300743051000000,7,18,130,4414.81
2921,1300742581000000,7,10,10,20928.7
2922,1300742571000000,7,10,10,17835.68
2923,1300742781000000,7,10,10,31307.92
2924,1400831481000100,8,10,10,21263.39
2925,1300742991000000,7,10,10,50105.33
2926,1300746351000000,7,6,10,90883.24
2927,1300742151000000,7,10,10,32055.71
2928,1300742141000000,7,10,10,31660.64
2929,1300742381000000,7,10,10,19495.82
2930,1300742011000000,7,10,10,18357.67
2931,1300742021000000,7,10,10,13494.73
2932,1400831491000000,8,10,10,10024.15
2933,800336311000900,5,10,10,3789.3
2934,1000529051000000,6,17,80,13655.99
2935,1000520071000100,6,15,60,46323.68
2936,1000520071000400,6,18,100,42291.4
2937,900480831000000,4,11,21,25454.35
2938,1000520081000000,6,11,10,15302.89
2939,1000520071000300,6,11,10,17439.35
2940,1400831511000000,8,18,130,11053.9
2941,1200676491000600,6,18,130,30111.65
2942,1200676491000800,6,2,10,12608.55
2943,1200676501000100,6,8,10,16859.92
2944,1200676501000200,6,4,10,8347.64
2945,1200671041000100,6,17,50,28099.98
2946,2000931271000000,12,10,10,17850.8
2947,900471061001100,4,18,100,3274.53
2948,900480851000000,4,11,10,5846.67
2949,1200671041000200,6,5,10,20071.66
2950,1200676341000500,6,17,50,64728.26
2951,1000520911002400,6,18,100,3542.85
2952,900480811000000,4,10,10,20058.84
2953,1000530671000700,6,18,100,53579.29
2954,1200676551000300,6,5,10,15833.48
2955,1400801871000000,8,10,10,4924.32
2956,1000530671000800,6,18,100,91911.02
2957,1200676551000100,6,5,10,10575.49
2958,1000520911001300,6,18,100,130418.62
2959,1000520911001500,6,18,173,33578.49
2960,900480941000000,4,10,10,43815.37
2961,401100011000300,3,1,21,12294.84
2962,401100011000400,3,17,50,14346.04
2963,401100011000600,3,1,10,14445.19
2964,401100011000200,3,17,50,12860.09
2965,900460901000000,4,10,10,10202.82
2966,401060731000000,3,17,80,9280.58
2967,401060461000100,3,18,50,200224.92
2968,401060491000000,3,17,80,10041.06
2969,1400801921000000,8,10,10,16587.15
2970,401060501000000,3,1,10,25251.66
2971,900480971000000,4,11,10,33202.66
2972,900460821000000,4,11,21,24183.96
2973,1200676551000200,6,16,40,73973.88
2974,900480991000000,4,15,21,5542.64
2975,1200676551000400,6,18,160,16004.03
2976,1200676551000700,6,18,50,15027.5
2977,1200676551000500,6,17,50,15257.64
2978,1200676551000800,6,18,130,3513.65
2979,900460681000000,4,3,10,11249.36
2980,1601330451000000,9,18,140,3492.77
2981,1200676521000000,6,10,10,6185.23
2982,1601330531000000,9,18,100,26953.48
2983,2000930241000000,12,11,10,12268.31
2984,1200676561000400,6,6,10,4493.25
2985,200056451000100,1,17,50,53425.88
2986,1200676561000100,6,5,10,50444.69
2987,900471121004500,4,18,100,17996.05
2988,1200676561000500,6,18,130,2379.88
2989,1200676551000600,6,6,10,20264.29
2990,900480931000000,4,10,10,45483.75
2991,1501256131000000,9,18,130,6360.27
2992,200056361000000,1,17,80,10035.01
2993,200052041000200,1,17,50,19702.1
2994,1601330361000000,9,11,10,28138.11
2995,1501256081000000,9,18,130,10101.68
2996,1501256071000200,9,17,50,22193.97
2997,1501256071000100,9,15,40,19365.04
2998,1501256141000000,9,17,50,12005.23
2999,2000930251000000,12,11,10,26253.5
3000,2000931451000000,12,11,10,19833.25
3001,900461081000000,4,11,10,18071.5
3002,2000931461000000,12,11,10,22879.59
3003,2000931251000000,12,10,21,34137.9
3004,2000931341000100,12,10,10,32232.25
3005,2000931341000200,12,0,110,729.08
3006,900471121000100,4,18,100,9439.18
3007,900460851000000,4,10,10,16483.43
3008,900461121000000,4,18,130,15003.39
3009,900481001000000,4,18,130,10021.59
3010,900461001000000,4,10,10,25001.09
3011,900485041000000,4,18,130,6641.95
3012,900486101000000,4,18,130,3580.86
3013,900460701000000,4,18,130,2469.76
3014,1200671591000000,6,10,10,13969.67
3015,900460511000100,4,15,21,11730.47
3016,900460811000000,4,18,130,4806.59
3017,900465051000000,4,17,80,1993.31
3018,900461131000000,4,18,130,20170.37
3019,900471121000200,4,18,100,38464.99
3020,900471121001500,4,18,100,39691.47
3021,401070531000000,3,4,10,8938.0
3022,900471121000500,4,17,50,34518.17
3023,900478521000000,4,0,110,168412.98
3024,1400801891000200,8,18,130,4011.0
3025,900461101000000,4,11,10,30963.54
3026,900460551000000,4,12,10,19942.34
3027,900471121004800,4,18,173,62275.65
3028,900471121000400,4,18,100,32866.19
3029,900461141000000,4,10,10,22302.56
3030,900461111000000,4,10,10,11472.42
3031,900461091000000,4,10,10,51212.42
3032,900461071000000,4,10,10,45861.78
3033,900460711000000,4,17,50,28614.63
3034,900460561000000,4,10,10,19405.2
3035,900460691000000,4,4,21,12213.98
3036,900465021000000,4,17,80,3314.34
3037,900460861000200,4,3,10,12777.64
3038,900460781000000,4,3,10,33012.25
3039,1400801811000000,8,10,10,24258.26
3040,1400801891000100,8,10,10,16913.07
3041,1400801861000000,8,10,10,12002.8
3042,1400801821000000,8,10,10,5611.26
3043,1400806651000000,8,10,10,52035.25
3044,1400801941000000,8,10,10,17098.63
3045,1400801931000200,8,10,10,10558.21
3046,1400806511000200,8,18,130,1896.96
3047,1400806541000000,8,10,10,11038.75
3048,1400806771000000,8,10,10,10794.65
3049,1400809171000000,8,17,80,8540.94
3050,1400801781000000,8,10,10,9251.98
3051,1400801771000000,8,10,10,11758.82
3052,1400801761000000,8,10,10,15279.37
3053,1400801751000000,8,10,10,19541.32
3054,1400806331000000,8,10,10,10760.69
3055,1400801881000000,8,10,10,2471.43
3056,1400806751000600,8,18,130,38737.02
3057,1400826441000000,8,5,10,33602.89
3058,1400806751000400,8,5,10,12335.79
3059,800313471000000,5,1,21,13184.68
3060,1400772691000000,8,16,40,34381.53
3061,1400806751000500,8,18,130,45120.44
3062,2000929191000000,12,17,80,33259.12
3063,2000920161000800,12,18,100,24450.76
3064,1400776251000000,8,15,40,151788.99
3065,2000929181000000,12,17,80,33026.77
3066,2000920251001200,12,18,100,20097.63
3067,2000920251000100,12,5,10,16477.4
3068,2000920251000400,12,10,10,26412.08
3069,1400778581000000,8,0,110,14560.76
3070,1400772901000100,8,1,21,9075.32
3071,1400762431000000,8,1,21,9090.86
3072,800303241000000,5,18,130,453.12
3073,1400782661000000,8,1,10,6146.94
3074,1400782911000000,8,1,21,8355.85
3075,800317611000200,5,15,40,54663.95
3076,2000920251001000,12,18,130,55716.55
3077,2000920251000200,12,17,50,8013.03
3078,2000891631000000,12,10,10,12416.07
3079,800298801000000,5,0,110,16046.43
3080,1400772681000000,8,15,40,13565.99
3081,1400772901000200,8,15,40,98891.59
3082,800303551000000,5,1,10,11976.19
3083,1000500041000900,6,18,100,3070.6
3084,800317821000000,5,8,10,22165.88
3085,300110541000000,1,3,21,18220.43
3086,800313511000000,5,1,10,8365.17
3087,800316741000000,5,6,21,15095.82
3088,2000900611000000,12,10,10,12293.41
3089,800316341000000,5,18,171,19136.55
3090,800318821000000,5,0,110,74764.9
3091,800327211000200,5,15,40,56330.08
3092,800327211000300,5,15,21,43001.31
3093,800316711000100,5,5,10,57973.02
3094,800316701000500,5,15,40,10716.12
3095,800371991000000,5,10,10,43968.83
3096,800316701000200,5,0,110,1701.98
3097,800317611000100,5,6,21,12474.24
3098,2000916311000200,12,18,130,7234.95
3099,800306361000000,5,2,10,28946.61
3100,800303531000000,5,18,140,3233.45
3101,800303211000000,5,3,10,17827.92
3102,800298791000000,5,0,110,21144.06
3103,800319051000000,5,17,80,15117.06
3104,800292861000000,5,17,50,11127.47
3105,800293081000000,5,6,10,9078.65
3106,800318811000000,5,0,110,8433.6
3107,1000500021000400,6,18,100,72969.71
3108,1000500031000000,6,12,10,18871.93
3109,2000910961000000,12,10,10,20452.13
3110,800371951000000,5,17,90,5298.9
3111,800372111000000,5,10,10,23579.9
3112,1000500011005200,6,18,100,20793.28
3113,1000500681000000,6,11,10,34753.8
3114,2000891811000000,12,10,10,13811.15
3115,1300730121000000,7,10,10,10912.95
3116,1000500691000000,6,11,10,35975.87
3117,800372061000600,5,10,10,14313.41
3118,300110661000000,1,18,140,4020.71
3119,1000500631000000,6,10,10,34370.75
3120,800372001000000,5,10,10,49843.56
3121,1000500041000600,6,18,130,175968.04
3122,2000896631000400,12,18,100,23738.63
3123,2000900511000000,12,11,10,7100.44
3124,1000500011005300,6,18,100,78226.69
3125,1100560461000000,7,3,10,8743.15
3126,800371571000000,5,10,10,17309.26
3127,1000506731000100,6,18,130,23400.05
3128,1000500621000000,6,11,10,19790.04
3129,800371531000000,5,10,10,12355.76
3130,1000506731000200,6,17,50,7838.5
3131,1000508701000000,6,0,110,138632.11
3132,800376401000000,5,6,10,88587.24
3133,1000500061000000,6,11,10,19685.49
3134,1000500581000000,6,10,10,17588.13
3135,2000892241005300,12,18,100,225332.43
3136,800371541000000,5,10,10,14622.13
3137,2000896841000200,12,18,100,25319.65
3138,2000900601000300,12,11,10,20898.2
3139,2000900601000200,12,11,10,27672.23
3140,2000900551000000,12,11,10,46146.23
3141,2000900591000000,12,11,10,47859.74
3142,2000908531000000,12,0,110,503410.9
3143,800371561000000,5,10,10,17653.77
3144,2000900561000200,12,18,130,2703.08
3145,2000906021000200,12,18,130,1891.72
3146,2000891641000000,12,10,10,13973.53
3147,800371551000000,5,10,10,15039.21
3148,800287781001000,5,10,70,188757.95
3149,2000906021000100,12,10,10,26219.02
3150,2000900561000100,12,10,21,13162.98
3151,2000891941000000,12,10,10,7942.53
3152,2000966591000100,12,17,50,45552.8
3153,1601320281000000,9,3,10,24892.23
3154,2000960101000000,12,15,40,32747.86
3155,2000966591000400,12,5,10,76757.84
3156,800371621000000,5,10,10,20573.56
3157,1200661961000000,6,10,10,27948.12
3158,2000891801000000,12,10,10,12798.97
3159,2000966581000000,12,5,10,17709.22
3160,2000966571000000,12,18,50,15356.04
3161,2000966591000200,12,18,50,28915.19
3162,2000946061000100,12,18,130,210388.47
3163,2000896631000300,12,18,100,85555.22
3164,800372201000200,5,10,10,14909.86
3165,800371901000200,5,10,10,18598.67
3166,800371501000000,5,10,10,44240.71
3167,800371511000000,5,10,10,16849.06
3168,800371881000100,5,10,10,17858.13
3169,800376551000100,5,6,10,57935.68
3170,800376281000000,5,6,10,48298.0
3171,800372061000200,5,10,10,12644.17
3172,800371941000000,5,10,10,46658.82
3173,1000510531000000,6,11,10,30046.14
3174,2000856461000700,12,18,150,305963.81
3175,2000856251000000,12,5,10,25342.93
3176,800371981000000,5,10,10,53351.9
3177,2000856261000000,12,5,10,44305.83
3178,2000856711000100,12,14,30,8395.06
3179,800371871000200,5,10,10,16340.47
3180,800371871000100,5,10,10,17349.15
3181,800371881000200,5,10,10,19026.69
3182,800379161000000,5,17,80,41164.64
3183,800371961000000,5,10,10,33187.48
3184,800371971000000,5,10,10,39174.71
3185,800372051000000,5,10,10,33912.18
3186,800372041000100,5,10,10,33472.69
3187,1601320321000000,9,6,10,18988.97
3188,800372041000200,5,10,10,26620.1
3189,800372041000300,5,10,10,73389.36
3190,800372061000300,5,10,10,16926.17
3191,800379171000000,5,17,80,5009.51
3192,800372091000000,5,10,10,38394.88
3193,800372101000000,5,10,10,19179.55
3194,800372191000000,5,10,10,64389.96
3195,401070581000000,3,4,10,13023.7
3196,800372351000100,5,10,10,18699.22
3197,1200660091000000,6,11,10,22158.91
3198,1601320631000000,9,15,40,24297.41
3199,800372241000000,5,10,10,13539.57
3200,1200661151000000,6,10,10,25624.29
3201,800372231000000,5,10,10,13709.85
3202,800372221000000,5,10,10,11730.85
3203,401070601000000,3,4,10,8295.52
3204,800372331000100,5,15,40,7070.12
3205,1000510961000000,6,17,50,52474.21
3206,401070571000100,3,15,40,24038.76
3207,401070631000200,3,17,50,14472.6
3208,401070491000300,3,17,50,16722.52
3209,401070591000000,3,4,10,31075.24
3210,1200660201000000,6,4,10,14515.18
3211,401070541000000,3,4,10,15388.54
3212,401070521000000,3,4,10,9025.1
3213,1200660081000100,6,17,50,57755.24
3214,401070491000200,3,5,10,40605.3
3215,2000910911000000,12,10,10,29380.8
3216,401070611000000,3,4,10,9118.51
3217,401070621000000,3,4,10,9800.46
3218,1000510581000000,6,17,50,24460.35
3219,1000510541000000,6,11,21,29780.91
3220,800309211000000,5,17,80,9242.21
3221,1000511041000000,6,18,130,1825.29
3222,1200660671000000,6,6,21,29652.55
3223,800306911000100,5,17,50,138802.66
3224,1000516091000400,6,17,50,83630.96
3225,1000510571000000,6,11,21,30207.17
3226,800336111000000,5,15,40,106661.94
3227,800338551000000,5,0,110,34875.27
3228,1200660031000000,6,11,10,33418.4
3229,1000511021000000,6,10,10,16597.8
3230,1000511031000000,6,10,10,13843.15
3231,1200660041000200,6,0,110,2527.74
3232,1000516091000500,6,17,50,38790.03
3233,800350301000000,5,2,10,2939.68
3234,1000515131000000,6,17,80,2715.73
3235,1000510981000000,6,10,10,14370.17
3236,1000510951000200,6,10,21,23543.49
3237,800327421000900,5,18,122,15636.34
3238,1000510951000100,6,17,50,133906.97
3239,2000926091000100,12,18,100,472.35
3240,2000910761000000,12,11,10,18358.75
3241,1200660211000000,6,2,10,15609.94
3242,2000910771000000,12,10,10,21521.26
3243,2000910691000000,12,10,10,16476.43
3244,1000510811000000,6,17,50,115020.81
3245,2000910921000000,12,10,10,22016.92
3246,1000510701000000,6,17,50,14952.77
3247,1000510691000000,6,18,130,2938.15
3248,1000516091000200,6,11,10,8043.33
3249,2000916481000000,12,10,10,13274.51
3250,2000916501000000,12,10,10,5681.59
3251,2000916471000000,12,10,10,32249.92
3252,2000910971000000,12,10,10,20644.99
3253,2000910981000000,12,10,10,47083.01
3254,2000892171000100,12,18,100,9638.89
3255,2000915151000000,12,17,80,3745.87
3256,2000892171002100,12,18,100,43251.46
3257,2000892171000900,12,18,100,41861.64
3258,2000892171001100,12,18,100,30549.04
3259,2000910831000000,12,10,10,22893.81
3260,2000915021000000,12,18,130,13010.69
3261,2000911041000000,12,10,10,20248.77
3262,2000911031000000,12,10,10,31484.01
3263,2000916461000100,12,6,10,104448.2
3264,2000960431000200,12,18,160,6993.93
3265,2000918511000000,12,0,110,556156.88
3266,2000892171002400,12,18,100,26168.23
3267,2000911501000000,12,10,10,12045.85
3268,2000892221000400,12,18,100,135938.66
3269,1901676171000200,3,10,10,5887.44
3270,2000916311000100,12,10,10,23027.38
3271,2000892221000200,12,18,100,24492.18
3272,2000911531000000,12,10,10,27722.13
3273,2000911491000000,12,10,10,29707.92
3274,2000892221001100,12,18,100,138310.81
3275,200046281000000,1,17,50,17345.19
3276,200046051000000,1,17,50,16050.05
3277,101020011000000,1,17,50,18508.12
3278,200046271000000,1,18,130,40493.23
3279,1901686011000700,3,18,100,111302.1
3280,1901680301000600,3,18,100,130192.09
3281,1901686011000600,3,18,100,127540.55
3282,1000492761000000,6,10,10,10729.52
3283,1200678571000000,6,0,110,6508.27
3284,800350281000000,5,18,130,1659.32
3285,1901680271000200,3,18,100,135169.2
3286,1901686051001100,3,18,100,331209.83
3287,2000916321000300,12,10,10,18521.47
3288,2000916311000300,12,10,10,19477.9
3289,2000915121000000,12,17,80,7950.78
3290,2000966631000600,12,5,10,24205.31
3291,800360471000000,5,2,10,6917.76
3292,800350361000000,5,2,10,11014.61
3293,1901686051001000,3,18,100,412944.19
3294,700186391000000,4,5,10,41713.57
3295,1901688021000000,3,0,110,39149.42
3296,800350341000000,5,2,10,3691.13
3297,2000966411000200,12,18,160,11310.95
3298,800350451000000,5,2,10,5922.78
3299,800350151000000,5,4,10,25749.84
3300,1901686051001200,3,18,100,76168.42
3301,1901686051000300,3,18,173,42743.0
3302,800366011000000,5,15,40,22503.74
3303,800350291000000,5,4,10,14942.23
3304,1901686051001400,3,18,100,53435.46
3305,2000970631000000,12,15,40,6277.17
3306,800350461000000,5,2,10,6481.14
3307,800360481000000,5,2,10,5647.32
3308,2000966411000300,12,18,130,18040.88
3309,1501261551000000,9,10,10,29422.42
3310,800350411000000,5,2,10,4361.78
3311,2000966541000100,12,10,10,38851.63
3312,800350251000000,5,4,10,6062.18
3313,2000960431000100,12,10,10,20266.69
3314,2000966631000700,12,18,130,18352.45
3315,2000970621000000,12,16,40,168591.69
3316,1801570721000000,3,10,10,16374.96
3317,1400831131000000,8,10,10,8526.4
3318,200031011000000,1,18,140,3088.73
3319,800359171000000,5,17,80,12532.55
3320,700186411000000,4,5,10,64866.55
3321,800356061000000,5,14,30,16042.87
3322,800356051000000,5,6,10,23117.11
3323,200036101000100,1,8,10,6658.37
3324,800350441000000,5,2,10,5384.6
3325,800350351000000,5,2,21,2423.63
3326,800359181000000,5,18,173,9252.95
3327,1400826281000200,8,8,10,14625.21
3328,800359191000000,5,18,173,18681.37
3329,800350241000000,5,6,10,12575.48
3330,800350271000000,5,8,10,15578.79
3331,800350331000000,5,2,21,3880.24
3332,800350261000000,5,17,50,20839.65
3333,1901640011000300,3,18,150,15759.88
3334,800350191000000,5,17,50,49767.14
3335,1501266761000200,9,15,40,60690.2
3336,1501266761000100,9,10,10,8795.63
3337,1501261591000000,9,10,10,11659.31
3338,1501261581000000,9,10,10,11825.17
3339,1501261601000000,9,10,10,25415.99
3340,1901610311000000,3,10,10,14444.29
3341,800350421000000,5,2,10,4523.98
3342,1200632431000000,6,4,10,9376.06
3343,700236661000000,4,14,30,19902.02
3344,800350431000000,5,2,10,5342.13
3345,200046191000200,1,0,110,4887.31
3346,800350321000000,5,2,10,4263.14
3347,800350401000000,5,2,10,5636.37
3348,1200632791000000,6,10,10,14071.03
3349,800350311000000,5,2,10,1828.76
3350,600162211000000,2,14,30,3198.63
3351,800360391000000,5,15,40,309768.07
3352,1000492801000000,6,10,10,10873.7
3353,800270801000000,5,10,10,14426.25
3354,800350201000000,5,4,10,14412.73
3355,800350211000000,5,4,10,16788.26
3356,1601400031000600,9,18,100,27648.15
3357,800350221000000,5,4,10,19288.92
3358,800350161000000,5,4,10,20786.72
3359,800350071000000,5,18,130,65485.79
3360,200036091000000,1,5,10,26295.83
3361,200036041000200,1,3,21,15525.11
3362,200031441000000,1,17,50,5377.88
3363,300090951000100,1,18,160,12971.15
3364,200046101000100,1,18,130,100404.29
3365,2000851941000000,12,4,10,26102.05
3366,1901680051000500,3,18,121,9914.02
3367,2000930341000000,12,17,50,15877.33
3368,300090951000200,1,6,10,37507.17
3369,300095211000000,1,17,80,4943.34
3370,1000492811000000,6,10,10,9899.26
3371,300090951000300,1,17,50,39768.4
3372,600161881000000,2,1,21,44097.32
3373,1300740881000000,7,10,10,22853.81
3374,200046191000100,1,17,50,266045.86
3375,200046111000100,1,18,130,71122.52
3376,300060831000100,1,18,50,37804.58
3377,300116551000000,1,18,140,4231.12
3378,300095051000000,1,17,80,7533.44
3379,1901610021000000,3,18,130,10214.67
3380,1100560471000000,7,3,10,15021.28
3381,300060831000200,1,1,10,11628.23
3382,2000930271000000,12,11,10,18371.55
3383,2000936091000200,12,17,50,31293.37
3384,2000930431000000,12,10,10,19136.09
3385,1901610011000000,3,15,40,34818.44
3386,1000501051000200,6,18,130,14540.75
3387,2000930261000000,12,10,10,28638.08
3388,900460421000000,4,10,10,26548.55
3389,1000492401000000,6,15,21,14717.39
3390,2000936091000100,12,18,50,32800.83
3391,2000930621000000,12,11,10,22303.91
3392,2000930611000000,12,10,10,30596.46
3393,700236681000000,4,17,50,27006.17
3394,1901610031000000,3,10,10,9912.23
3395,200049101000000,1,17,80,8769.13
3396,1901660361000000,3,10,10,16191.49
3397,1901660341000200,3,15,40,12483.78
3398,1901666131000000,3,10,10,4975.65
3399,1901666141000000,3,10,10,4015.92
3400,1901660381000000,3,10,10,17249.62
3401,1901660441000000,3,10,10,17263.77
3402,1901660451000000,3,10,10,18239.21
3403,200036081000000,1,5,10,26645.21
3404,200036071000000,1,5,10,35103.46
3405,200046101000200,1,0,110,1072.76
3406,200031351000000,1,5,10,20128.54
3407,1200678561000000,6,0,110,12579.38
3408,200036401000100,1,6,10,18949.38
3409,200036161000000,1,3,10,15791.75
3410,700216011000000,4,15,40,36445.48
3411,1200676171000000,6,3,10,10392.29
3412,200041801000100,1,18,130,91059.59
3413,2000930451000000,12,10,10,15201.86
3414,2000930601000000,12,10,10,17799.37
3415,1000501171000000,6,10,10,23730.42
3416,700258631000000,4,0,110,98550.23
3417,800328901000000,5,0,110,86689.37
3418,800326031000700,5,18,100,26414.11
3419,800324981000300,5,18,100,28796.08
3420,1300746271000200,7,5,21,13842.24
3421,1000492841000000,6,2,10,23043.42
3422,800324981000600,5,18,100,40792.88
3423,200031021000000,1,3,10,10966.26
3424,800328781000000,5,0,110,60949.32
3425,200031061000000,1,3,10,14828.1
3426,1200632381000000,6,5,10,9251.79
3427,1200636261000100,6,15,21,3285.48
3428,800326031000400,5,18,50,22135.51
3429,1000492821000000,6,10,10,25325.36
3430,800326031000500,5,18,100,13509.31
3431,800326031000600,5,18,100,97864.8
3432,200030971000000,1,3,10,11176.23
3433,200030961000000,1,3,10,7741.5
3434,1300741681000200,7,0,110,9150.84
3435,800324981000400,5,17,50,27898.27
3436,1000493081000100,6,12,10,16075.58
3437,1300746271000100,7,13,21,17129.9
3438,200038631000000,1,0,110,47375.64
3439,1000501051000100,6,10,10,8909.43
3440,200031051000000,1,18,50,33654.83
3441,1300742091000000,7,12,10,27069.57
3442,1000493061000000,6,12,10,13078.03
3443,1300746201000300,7,17,50,21278.76
3444,1300741681000100,7,18,130,8411.65
3445,1300740321000000,7,10,10,20854.97
3446,1000492411000000,6,17,50,30290.36
3447,1000492751000000,6,14,30,25853.62
3448,1300742001000000,7,10,10,27937.91
3449,1000492831000000,6,12,10,12683.6
3450,1000493081000200,6,17,50,26478.07
3451,1000501141000000,6,10,10,26028.25
3452,1000501161000000,6,10,10,23805.55
3453,1000501041000400,6,10,10,14472.02
3454,1000501051000300,6,10,10,26356.27
3455,1000501071000000,6,10,10,18057.49
3456,1000501191000000,6,11,10,22716.11
3457,1000501181000000,6,11,10,17289.04
3458,1000492741000000,6,12,10,32411.33
3459,1000501041000200,6,18,130,55061.16
3460,1000501091000000,6,10,10,18106.43
3461,1000496521000100,6,15,60,24716.11
3462,1400826281000100,8,10,10,46554.51
3463,1400820081000000,8,10,10,31496.46
3464,1400820121000000,8,10,10,24612.02
